Date,Open,High,Low,Close,Adj Close,Volume
2015-08-19,117.55,118.05,117.35,117.75,117.75,3760000
2015-08-20,117.65,118.15,117.45,117.85,117.85,3890000
2015-08-21,117.75,118.25,117.55,117.95,117.95,3960000
2015-08-24,117.85,118.35,117.65,118.05,118.05,3820000
2015-08-25,117.95,118.45,117.75,118.15,118.15,4050000
2015-08-26,118.05,118.55,117.85,118.25,118.25,3710000
2015-08-27,118.15,118.65,117.95,118.35,118.35,3840000
2015-08-28,118.25,118.75,118.05,118.45,118.45,3910000
2015-08-31,118.35,118.85,118.15,118.55,118.55,3980000
2015-09-01,118.45,118.95,118.25,118.65,118.65,3750000
2015-09-02,118.55,119.05,118.35,118.75,118.75,3880000
2015-09-03,118.65,119.15,118.45,118.85,118.85,4020000
2015-09-04,118.75,119.25,118.55,118.95,118.95,3680000
2015-09-07,118.85,119.35,118.65,119.05,119.05,3810000
2015-09-08,118.95,119.45,118.75,119.15,119.15,3920000
2015-09-09,119.05,119.55,118.85,119.25,119.25,3990000
2015-09-10,119.15,119.65,118.95,119.35,119.35,3760000
2015-09-11,119.25,119.75,119.05,119.45,119.45,3890000
2015-09-14,119.35,119.85,119.15,119.55,119.55,3960000
2015-09-15,119.45,119.95,119.25,119.65,119.65,3820000
2015-09-16,119.55,120.05,119.35,119.75,119.75,4050000
2015-09-17,119.65,120.15,119.45,119.85,119.85,3710000
2015-09-18,119.75,120.25,119.55,119.95,119.95,3840000
2015-09-21,119.85,120.35,119.65,120.05,120.05,3910000
2015-09-22,119.95,120.45,119.75,120.15,120.15,3980000
2015-09-23,120.05,120.55,119.85,120.25,120.25,3750000
2015-09-24,120.15,120.65,119.95,120.35,120.35,3880000
2015-09-25,120.25,120.75,120.05,120.45,120.45,4020000
2015-09-28,120.35,120.85,120.15,120.55,120.55,3680000
2015-09-29,120.45,120.95,120.25,120.65,120.65,3810000
2015-09-30,120.55,121.05,120.35,120.75,120.75,3920000
2015-10-01,120.65,121.15,120.45,120.85,120.85,3990000
2015-10-02,120.75,121.25,120.55,120.95,120.95,3760000
2015-10-05,120.85,121.35,120.65,121.05,121.05,3890000
2015-10-06,120.95,121.45,120.75,121.15,121.15,3960000
2015-10-07,121.05,121.55,120.85,121.25,121.25,3820000
2015-10-08,121.15,121.65,120.95,121.35,121.35,4050000
2015-10-09,121.25,121.75,121.05,121.45,121.45,3710000
2015-10-12,121.35,121.85,121.15,121.55,121.55,3840000
2015-10-13,121.45,121.95,121.25,121.65,121.65,3910000
2015-10-14,121.55,122.05,121.35,121.75,121.75,3980000
2015-10-15,121.65,122.15,121.45,121.85,121.85,3750000
2015-10-16,121.75,122.25,121.55,121.95,121.95,3880000
2015-10-19,121.85,122.35,121.65,122.05,122.05,4020000
2015-10-20,121.95,122.45,121.75,122.15,122.15,3680000
2015-10-21,122.05,122.55,121.85,122.25,122.25,3810000
2015-10-22,122.15,122.65,121.95,122.35,122.35,3920000
2015-10-23,122.25,122.75,122.05,122.45,122.45,3990000
2015-10-26,122.35,122.85,122.15,122.55,122.55,3760000
2015-10-27,122.45,122.95,122.25,122.65,122.65,3890000
2015-10-28,122.55,123.05,122.35,122.75,122.75,3960000
2015-10-29,122.65,123.15,122.45,122.85,122.85,3820000
2015-10-30,122.75,123.25,122.55,122.95,122.95,4050000
2015-11-02,122.85,123.35,122.65,123.05,123.05,3710000
2015-11-03,122.95,123.45,122.75,123.15,123.15,3840000
2015-11-04,123.05,123.55,122.85,123.25,123.25,3910000
2015-11-05,123.15,123.65,122.95,123.35,123.35,3980000
2015-11-06,123.25,123.75,123.05,123.45,123.45,3750000
2015-11-09,123.35,123.85,123.15,123.55,123.55,3880000
2015-11-10,123.45,123.95,123.25,123.65,123.65,4020000
2015-11-11,123.55,124.05,123.35,123.75,123.75,3680000
2015-11-12,123.65,124.15,123.45,123.85,123.85,3810000
2015-11-13,123.75,124.25,123.55,123.95,123.95,3920000
2015-11-16,123.85,124.35,123.65,124.05,124.05,3990000
2015-11-17,123.95,124.45,123.75,124.15,124.15,3760000
2015-11-18,124.05,124.55,123.85,124.25,124.25,3890000
2015-11-19,124.15,124.65,123.95,124.35,124.35,3960000
2015-11-20,124.25,124.75,124.05,124.45,124.45,3820000
2015-11-23,124.35,124.85,124.15,124.55,124.55,4050000
2015-11-24,124.45,124.95,124.25,124.65,124.65,3710000
2015-11-25,124.55,125.05,124.35,124.75,124.75,3840000
2015-11-27,124.65,125.15,124.45,124.85,124.85,3910000
2015-11-30,124.75,125.25,124.55,124.95,124.95,3980000
2015-12-01,124.85,125.35,124.65,125.05,125.05,3750000
2015-12-02,124.95,125.45,124.75,125.15,125.15,3880000
2015-12-03,125.05,125.55,124.85,125.25,125.25,4020000
2015-12-04,125.15,125.65,124.95,125.35,125.35,3680000
2015-12-07,125.25,125.75,125.05,125.45,125.45,3810000
2015-12-08,125.35,125.85,125.15,125.55,125.55,3920000
2015-12-09,125.45,125.95,125.25,125.65,125.65,3990000
2015-12-10,125.55,126.05,125.35,125.75,125.75,3760000
2015-12-11,125.65,126.15,125.45,125.85,125.85,3890000
2015-12-14,125.75,126.25,125.55,125.95,125.95,3960000
2015-12-15,125.85,126.35,125.65,126.05,126.05,3820000
2015-12-16,125.95,126.45,125.75,126.15,126.15,4050000
2015-12-17,126.05,126.55,125.85,126.25,126.25,3710000
2015-12-18,126.15,126.65,125.95,126.35,126.35,3840000
2015-12-21,126.25,126.75,126.05,126.45,126.45,3910000
2015-12-22,126.35,126.85,126.15,126.55,126.55,3980000
2015-12-23,126.45,126.95,126.25,126.65,126.65,3750000
2015-12-24,126.55,127.05,126.35,126.75,126.75,3880000
2015-12-28,126.65,127.15,126.45,126.85,126.85,4020000
2015-12-29,126.75,127.25,126.55,126.95,126.95,3680000
2015-12-30,126.85,127.35,126.65,127.05,127.05,3810000
2015-12-31,126.95,127.45,126.75,127.15,127.15,3920000
