Date,Open,High,Low,Close,Adj Close,Volume
2015-02-27,211.25,212.15,210.75,211.85,211.85,68923000
2015-03-02,211.95,212.85,211.35,212.25,212.25,71234000
2015-03-03,212.35,213.15,211.85,212.95,212.95,74567000
2015-03-04,213.05,213.85,212.55,213.35,213.35,77890000
2015-03-05,213.45,214.25,213.05,213.95,213.95,75678000
2015-03-06,214.05,214.85,213.55,214.25,214.25,72341000
2015-03-09,214.35,215.15,213.95,214.85,214.85,68923000
2015-03-10,214.95,215.75,214.45,215.25,215.25,71234000
2015-03-11,215.35,216.15,214.85,215.75,215.75,74567000
2015-03-12,215.85,216.65,215.35,216.15,216.15,77890000
2015-03-13,216.25,217.05,215.75,216.65,216.65,75678000
2015-03-16,216.75,217.55,216.25,217.05,217.05,72341000
2015-03-17,217.15,217.95,216.65,217.45,217.45,68923000
2015-03-18,217.55,218.35,217.05,217.95,217.95,71234000
2015-03-19,218.05,218.85,217.55,218.25,218.25,74567000
2015-03-20,218.35,219.15,217.95,218.85,218.85,77890000
2015-03-23,218.95,219.75,218.45,219.25,219.25,75678000
2015-03-24,219.35,220.15,218.85,219.75,219.75,72341000
2015-03-25,219.85,220.65,219.35,220.15,220.15,68923000
2015-03-26,220.25,221.05,219.75,220.65,220.65,71234000
2015-03-27,220.75,221.55,220.25,221.05,221.05,74567000
2015-03-30,221.15,221.95,220.65,221.55,221.55,77890000
2015-03-31,221.65,222.45,221.15,222.05,222.05,75678000
2015-04-01,222.15,222.95,221.65,222.55,222.55,72341000
2015-04-02,222.65,223.45,222.15,223.05,223.05,68923000
2015-04-06,223.15,223.95,222.65,223.55,223.55,71234000
2015-04-07,223.65,224.45,223.15,224.05,224.05,74567000
2015-04-08,224.15,224.95,223.65,224.55,224.55,77890000
2015-04-09,224.65,225.45,224.15,225.05,225.05,75678000
2015-04-10,225.15,225.95,224.65,225.55,225.55,72341000
2015-04-13,225.65,226.45,225.15,226.05,226.05,68923000
2015-04-14,226.15,226.95,225.65,226.55,226.55,71234000
2015-04-15,226.65,227.45,226.15,227.05,227.05,74567000
2015-04-16,227.15,227.95,226.65,227.55,227.55,77890000
2015-04-17,227.65,228.45,227.15,228.05,228.05,75678000
2015-04-20,228.15,228.95,227.65,228.55,228.55,72341000
2015-04-21,228.65,229.45,228.15,229.05,229.05,68923000
2015-04-22,229.15,229.95,228.65,229.55,229.55,71234000
2015-04-23,229.65,230.45,229.15,230.05,230.05,74567000
2015-04-24,230.15,230.95,229.65,230.55,230.55,77890000
2015-04-27,230.65,231.45,230.15,231.05,231.05,75678000
2015-04-28,231.15,231.95,230.65,231.55,231.55,72341000
2015-04-29,231.65,232.45,231.15,232.05,232.05,68923000
2015-04-30,232.15,232.95,231.65,232.55,232.55,71234000
2015-05-01,232.65,233.45,232.15,233.35,233.35,74567000
2015-05-04,233.45,234.25,232.95,234.15,234.15,77890000
2015-05-05,234.25,235.05,233.75,234.85,234.85,75678000
2015-05-06,234.95,235.75,234.45,235.35,235.35,72341000
2015-05-07,235.45,236.25,234.95,235.85,235.85,68923000
2015-05-08,235.95,236.75,235.45,236.25,236.25,71234000
2015-05-11,236.35,237.15,235.85,236.95,236.95,74567000
2015-05-12,237.05,237.85,236.55,237.45,237.45,77890000
2015-05-13,237.55,238.35,237.05,237.95,237.95,75678000
2015-05-14,238.05,238.85,237.55,238.45,238.45,72341000
2015-05-15,238.55,239.35,238.05,239.05,239.05,68923000
2015-05-18,239.15,239.95,238.65,239.55,239.55,71234000
2015-05-19,239.65,240.45,239.15,240.05,240.05,74567000
2015-05-20,240.15,240.95,239.65,240.55,240.55,77890000
2015-05-21,240.65,241.45,240.15,241.05,241.05,75678000
2015-05-22,241.15,241.95,240.65,241.55,241.55,72341000
2015-05-26,241.65,242.45,241.15,242.05,242.05,68923000
2015-05-27,242.15,242.95,241.65,242.55,242.55,71234000
2015-05-28,242.65,243.45,242.15,243.25,243.25,74567000
2015-05-29,243.35,244.15,242.85,243.95,243.95,77890000
2015-06-01,244.05,244.85,243.55,244.45,244.45,75678000
2015-06-02,244.55,245.35,244.05,245.15,245.15,72341000
2015-06-03,245.25,246.05,244.75,245.85,245.85,68923000
2015-06-04,245.95,246.75,245.45,246.35,246.35,71234000
2015-06-05,246.45,247.25,245.95,246.85,246.85,74567000
2015-06-08,246.95,247.75,246.45,247.35,247.35,77890000
2015-06-09,247.45,248.25,246.95,248.05,248.05,75678000
2015-06-10,248.15,248.95,247.65,248.55,248.55,72341000
2015-06-11,248.65,249.45,248.15,249.15,249.15,68923000
2015-06-12,249.25,250.05,248.75,249.85,249.85,71234000
2015-06-15,249.95,250.75,249.45,250.35,250.35,74567000
2015-06-16,250.45,251.25,249.95,250.85,250.85,77890000
2015-06-17,250.95,251.75,250.45,251.35,251.35,75678000
2015-06-18,251.45,252.25,250.95,251.85,251.85,72341000
2015-06-19,251.95,252.75,251.45,252.35,252.35,68923000
2015-06-22,252.45,253.25,251.95,252.85,252.85,71234000
2015-06-23,252.95,253.75,252.45,253.35,253.35,74567000
2015-06-24,253.45,254.25,252.95,253.85,253.85,77890000
2015-06-25,253.95,254.75,253.45,254.25,254.25,75678000
2015-06-26,254.35,255.15,253.85,254.75,254.75,72341000
2015-06-29,254.85,255.65,254.35,255.25,255.25,68923000
2015-06-30,255.35,256.15,254.85,255.75,255.75,71234000
2015-07-01,255.85,256.65,255.35,256.25,256.25,74567000
2015-07-02,256.35,257.15,255.85,256.75,256.75,77890000
2015-07-06,256.85,257.65,256.35,257.25,257.25,75678000
2015-07-07,257.35,258.15,256.85,257.75,257.75,72341000
2015-07-08,257.85,258.65,257.35,258.15,258.15,68923000
2015-07-09,258.25,259.05,257.75,258.65,258.65,71234000
2015-07-10,258.75,259.55,258.25,259.15,259.15,74567000
2015-07-13,259.25,260.05,258.75,259.65,259.65,77890000
2015-07-14,259.75,260.55,259.25,260.15,260.15,75678000
2015-07-15,260.25,261.05,259.75,260.55,260.55,72341000
2015-07-16,260.65,261.45,260.15,261.05,261.05,68923000
2015-07-17,261.15,261.95,260.65,261.55,261.55,71234000
2015-07-20,261.65,262.45,261.15,262.05,262.05,74567000
2015-07-21,262.15,262.95,261.65,262.55,262.55,77890000
2015-07-22,262.65,263.45,262.15,263.25,263.25,75678000
2015-07-23,263.35,264.15,262.85,263.95,263.95,72341000
2015-07-24,264.05,264.85,263.55,264.35,264.35,68923000
2015-07-27,264.45,265.25,263.95,264.85,264.85,71234000
2015-07-28,264.95,265.75,264.45,265.35,265.35,74567000
2015-07-29,265.45,266.25,264.95,266.05,266.05,77890000
2015-07-30,266.15,266.95,265.65,266.55,266.55,75678000
2015-07-31,266.65,267.45,266.15,267.05,267.05,72341000
2015-08-03,267.15,267.95,266.65,267.75,267.75,68923000
2015-08-04,267.85,268.65,267.35,268.25,268.25,71234000
2015-08-05,268.35,269.15,267.85,268.95,268.95,74567000
2015-08-06,269.05,269.85,268.55,269.45,269.45,77890000
2015-08-07,269.55,270.35,269.05,269.95,269.95,75678000
2015-08-10,270.05,270.85,269.55,270.45,270.45,72341000
2015-08-11,270.55,271.35,270.05,270.95,270.95,68923000
2015-08-12,271.05,271.85,270.55,271.45,271.45,71234000
2015-08-13,271.55,272.35,271.05,271.95,271.95,74567000
2015-08-14,272.05,272.85,271.55,272.35,272.35,77890000
2015-08-17,272.45,273.25,271.95,272.85,272.85,75678000
2015-08-18,272.95,273.75,272.45,273.25,273.25,72341000
2015-08-19,273.35,274.15,272.85,273.75,273.75,68923000
2015-08-20,273.85,274.65,273.35,274.25,274.25,71234000
2015-08-21,274.35,275.15,273.85,274.75,274.75,74567000
2015-08-24,274.85,275.65,274.35,275.25,275.25,77890000
2015-08-25,275.35,276.15,274.85,275.75,275.75,75678000
2015-08-26,275.85,276.65,275.35,276.25,276.25,72341000
2015-08-27,276.35,277.15,275.85,276.75,276.75,68923000
2015-08-28,276.85,277.65,276.35,277.25,277.25,71234000
2015-08-31,277.35,278.15,276.85,277.95,277.95,74567000
2015-09-01,278.05,278.85,277.55,278.45,278.45,77890000
2015-09-02,278.55,279.35,278.05,278.85,278.85,75678000
2015-09-03,278.95,279.75,278.45,279.35,279.35,72341000
2015-09-04,279.45,280.25,278.95,279.85,279.85,68923000
2015-09-07,279.95,280.75,279.45,280.35,280.35,71234000
2015-09-08,280.45,281.25,279.95,280.85,280.85,74567000
2015-09-09,280.95,281.75,280.45,281.35,281.35,77890000
2015-09-10,281.45,282.25,280.95,281.85,281.85,75678000
2015-09-11,281.95,282.75,281.45,282.25,282.25,72341000
2015-09-14,282.35,283.15,281.85,282.75,282.75,68923000
2015-09-15,282.85,283.65,282.35,283.25,283.25,71234000
2015-09-16,283.35,284.15,282.85,283.95,283.95,74567000
2015-09-17,284.05,284.85,283.55,284.45,284.45,77890000
2015-09-18,284.55,285.35,284.05,284.95,284.95,75678000
2015-09-21,285.05,285.85,284.55,285.45,285.45,72341000
2015-09-22,285.55,286.35,285.05,285.95,285.95,68923000
2015-09-23,286.05,286.85,285.55,286.45,286.45,71234000
2015-09-24,286.55,287.35,286.05,286.95,286.95,74567000
2015-09-25,287.05,287.85,286.55,287.45,287.45,77890000
2015-09-28,287.55,288.35,287.05,288.05,288.05,75678000
2015-09-29,288.15,288.95,287.65,288.55,288.55,72341000
2015-09-30,288.65,289.45,288.15,289.05,289.05,68923000
2015-10-01,289.15,289.95,288.65,289.55,289.55,71234000
2015-10-02,289.65,290.45,289.15,290.05,290.05,74567000
2015-10-05,290.15,290.95,289.65,290.55,290.55,77890000
2015-10-06,290.65,291.45,290.15,291.05,291.05,75678000
2015-10-07,291.15,291.95,290.65,291.55,291.55,72341000
2015-10-08,291.65,292.45,291.15,292.15,292.15,68923000
2015-10-09,292.25,293.05,291.75,292.65,292.65,71234000
2015-10-12,292.75,293.55,292.25,293.25,293.25,74567000
2015-10-13,293.35,294.15,292.85,293.75,293.75,77890000
2015-10-14,293.85,294.65,293.35,294.15,294.15,75678000
2015-10-15,294.25,295.05,293.75,294.65,294.65,72341000
2015-10-16,294.75,295.55,294.25,295.15,295.15,68923000
2015-10-19,295.25,296.05,294.75,295.65,295.65,71234000
2015-10-20,295.75,296.55,295.25,296.15,296.15,74567000
2015-10-21,296.25,297.05,295.75,296.85,296.85,77890000
2015-10-22,296.95,297.75,296.45,297.35,297.35,75678000
2015-10-23,297.45,298.25,296.95,297.85,297.85,72341000
2015-10-26,297.95,298.75,297.45,298.35,298.35,68923000
2015-10-27,298.45,299.25,297.95,298.85,298.85,71234000
2015-10-28,298.95,299.75,298.45,299.35,299.35,74567000
2015-10-29,299.45,300.25,298.95,299.85,299.85,77890000
2015-10-30,299.95,300.75,299.45,300.35,300.35,75678000
2015-11-02,300.45,301.25,299.95,300.85,300.85,72341000
2015-11-03,300.95,301.75,300.45,301.35,301.35,68923000
2015-11-04,301.45,302.25,300.95,301.85,301.85,71234000
2015-11-05,301.95,302.75,301.45,302.35,302.35,74567000
2015-11-06,302.45,303.25,301.95,302.85,302.85,77890000
2015-11-09,302.95,303.75,302.45,303.35,303.35,75678000
2015-11-10,303.45,304.25,302.95,303.85,303.85,72341000
2015-11-11,303.95,304.75,303.45,304.25,304.25,68923000
2015-11-12,304.35,305.15,303.85,304.75,304.75,71234000
2015-11-13,304.85,305.65,304.35,305.25,305.25,74567000
2015-11-16,305.35,306.15,304.85,305.75,305.75,77890000
2015-11-17,305.85,306.65,305.35,306.25,306.25,75678000
2015-11-18,306.35,307.15,305.85,306.75,306.75,72341000
2015-11-19,306.85,307.65,306.35,307.25,307.25,68923000
2015-11-20,307.35,308.15,306.85,307.75,307.75,71234000
2015-11-23,307.85,308.65,307.35,308.25,308.25,74567000
2015-11-24,308.35,309.15,307.85,308.75,308.75,77890000
2015-11-25,308.85,309.65,308.35,309.15,309.15,75678000
2015-11-27,309.25,310.05,308.75,309.65,309.65,72341000
2015-11-30,309.75,310.55,309.25,310.15,310.15,68923000
2015-12-01,310.25,311.05,309.75,310.65,310.65,71234000
2015-12-02,310.75,311.55,310.25,311.15,311.15,74567000
2015-12-03,311.25,312.05,310.75,311.65,311.65,77890000
2015-12-04,311.75,312.55,311.25,312.15,312.15,75678000
2015-12-07,312.25,313.05,311.75,312.65,312.65,72341000
2015-12-08,312.75,313.55,312.25,313.15,313.15,68923000
2015-12-09,313.25,314.05,312.75,313.65,313.65,71234000
2015-12-10,313.75,314.55,313.25,314.05,314.05,74567000
2015-12-11,314.15,314.95,313.75,314.55,314.55,77890000
2015-12-14,314.65,315.45,314.15,315.05,315.05,75678000
2015-12-15,315.15,315.95,314.65,315.55,315.55,72341000
2015-12-16,315.65,316.45,315.15,316.05,316.05,68923000
2015-12-17,316.15,316.95,315.65,316.55,316.55,71234000
2015-12-18,316.65,317.45,316.15,317.05,317.05,74567000
2015-12-21,317.15,317.95,316.65,317.55,317.55,77890000
2015-12-22,317.65,318.45,317.15,318.05,318.05,75678000
2015-12-23,318.15,318.95,317.65,318.55,318.55,72341000
2015-12-24,318.65,319.45,318.15,319.05,319.05,68923000
2015-12-28,319.15,319.95,318.65,319.55,319.55,71234000
2015-12-29,319.65,320.45,319.15,320.05,320.05,74567000
2015-12-30,320.15,320.95,319.65,320.55,320.55,77890000
2015-12-31,320.65,321.45,320.15,321.05,321.05,75678000
